Customer ID,Address,City,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
1087,Address_1087,San Jose,1087,1/9/2023,Praise,Resolved,4/30/2023
1088,Address_1088,New York,1088,2/25/2023,Suggestion,Resolved,4/17/2023
1089,Address_1089,New York,1089,2/3/2023,Praise,Pending,12/24/2023
1090,Address_1090,Tucson,1090,6/2/2023,Complaint,Resolved,5/28/2023
1091,Address_1091,Kansas City,1091,6/12/2023,Praise,Resolved,12/11/2023
1092,Address_1092,Boston,1092,4/22/2023,Suggestion,Resolved,7/29/2023
1093,Address_1093,Detroit,1093,7/20/2023,Complaint,Pending,12/31/2023
1094,Address_1094,San Jose,1094,12/4/2023,Praise,Pending,9/9/2023
1095,Address_1095,Louisville,1095,10/11/2023,Complaint,Pending,3/18/2023
1096,Address_1096,Tucson,1096,7/1/2023,Complaint,Pending,10/2/2023
1097,Address_1097,Atlanta,1097,1/12/2023,Praise,Resolved,7/12/2023
1098,Address_1098,Baltimore,1098,8/2/2023,Suggestion,Resolved,10/22/2023
1099,Address_1099,San Diego,1099,10/25/2023,Suggestion,Pending,3/23/2023
1100,Address_1100,New York,1100,1/25/2023,Suggestion,Resolved,10/8/2023
1101,Address_1101,Fort Worth,1101,6/19/2023,Complaint,Resolved,10/28/2023
1102,Address_1102,Phoenix,1102,8/9/2023,Complaint,Resolved,10/25/2023
1103,Address_1103,Las Vegas,1103,11/2/2023,Suggestion,Pending,8/2/2023
1104,Address_1104,Philadelphia,1104,7/11/2023,Suggestion,Pending,2/5/2023
1105,Address_1105,Boston,1105,5/17/2023,Complaint,Pending,1/16/2023
1106,Address_1106,New York,1106,12/15/2023,Suggestion,Pending,8/6/2023
1107,Address_1107,Boston,1107,5/4/2023,Complaint,Pending,8/12/2023
1108,Address_1108,New York,1108,11/18/2023,Suggestion,Pending,7/29/2023
1109,Address_1109,Albuquerque,1109,6/28/2023,Complaint,Pending,9/11/2023
1110,Address_1110,Chicago,1110,1/28/2023,Complaint,Resolved,4/30/2023
1111,Address_1111,Denver,1111,7/16/2023,Suggestion,Resolved,8/10/2023
1112,Address_1112,Memphis,1112,6/3/2023,Complaint,Resolved,8/1/2023
1113,Address_1113,Los Angeles,1113,11/17/2023,Suggestion,Resolved,3/30/2023
1114,Address_1114,Dallas,1114,2/17/2023,Complaint,Pending,3/2/2023
1115,Address_1115,San Francisco,1115,3/25/2023,Praise,Resolved,9/6/2023
1116,Address_1116,Mesa,1116,10/4/2023,Praise,Pending,7/27/2023
1117,Address_1117,San Francisco,1117,5/10/2023,Complaint,Pending,7/20/2023
1118,Address_1118,Fort Worth,1118,4/2/2023,Complaint,Resolved,6/12/2023
1119,Address_1119,Oklahoma City,1119,4/19/2023,Suggestion,Pending,10/15/2023
1120,Address_1120,Chicago,1120,7/27/2023,Suggestion,Resolved,11/9/2023
1121,Address_1121,Houston,1121,5/6/2023,Complaint,Resolved,3/15/2023
1122,Address_1122,San Francisco,1122,2/27/2023,Suggestion,Resolved,6/1/2023
1123,Address_1123,Atlanta,1123,11/18/2023,Suggestion,Resolved,2/3/2023
1124,Address_1124,Charlotte,1124,9/4/2023,Praise,Pending,12/25/2023
1125,Address_1125,Tucson,1125,9/10/2023,Complaint,Resolved,8/10/2023
1126,Address_1126,Indianapolis,1126,2/11/2023,Complaint,Resolved,11/14/2023
1127,Address_1127,Austin,1127,11/25/2023,Praise,Pending,12/27/2023
1128,Address_1128,Oklahoma City,1128,8/12/2023,Suggestion,Pending,4/14/2023
1129,Address_1129,Kansas City,1129,2/18/2023,Praise,Pending,12/2/2023
1130,Address_1130,Las Vegas,1130,7/4/2023,Complaint,Resolved,12/16/2023
1131,Address_1131,Indianapolis,1131,1/20/2023,Complaint,Pending,12/21/2023
1132,Address_1132,Baltimore,1132,8/4/2023,Complaint,Pending,10/21/2023
1133,Address_1133,Fresno,1133,2/1/2023,Complaint,Pending,11/10/2023
1134,Address_1134,New York,1134,4/21/2023,Praise,Resolved,7/22/2023
1135,Address_1135,Las Vegas,1135,4/27/2023,Praise,Pending,2/12/2023
1136,Address_1136,Las Vegas,1136,4/23/2023,Complaint,Pending,5/14/2023
1137,Address_1137,Dallas,1137,4/26/2023,Suggestion,Resolved,1/18/2023
1138,Address_1138,Washington,1138,12/25/2023,Complaint,Pending,10/28/2023
1139,Address_1139,Fort Worth,1139,4/17/2023,Complaint,Resolved,1/7/2023
1140,Address_1140,San Francisco,1140,2/25/2023,Praise,Resolved,11/8/2023
1141,Address_1141,Boston,1141,12/30/2023,Complaint,Resolved,3/20/2023
1142,Address_1142,Louisville,1142,4/24/2023,Praise,Pending,4/17/2023
1143,Address_1143,Charlotte,1143,2/14/2023,Suggestion,Pending,1/29/2023
1144,Address_1144,Baltimore,1144,4/27/2023,Complaint,Resolved,12/24/2023
1145,Address_1145,Portland,1145,5/24/2023,Praise,Resolved,4/29/2023
1146,Address_1146,Washington,1146,11/20/2023,Suggestion,Resolved,9/17/2023
1147,Address_1147,Jacksonville,1147,8/22/2023,Suggestion,Pending,10/12/2023
1148,Address_1148,Milwaukee,1148,12/19/2023,Complaint,Resolved,1/16/2023
1149,Address_1149,Portland,1149,8/4/2023,Suggestion,Resolved,3/4/2023
1150,Address_1150,Fort Worth,1150,1/14/2023,Complaint,Pending,9/29/2023
1151,Address_1151,Milwaukee,1151,3/29/2023,Suggestion,Pending,11/2/2023
1152,Address_1152,Albuquerque,1152,1/16/2023,Suggestion,Resolved,1/5/2023
1153,Address_1153,Albuquerque,1153,2/11/2023,Complaint,Pending,5/26/2023
1154,Address_1154,Sacramento,1154,9/11/2023,Praise,Pending,8/1/2023
1155,Address_1155,Nashville,1155,5/1/2023,Praise,Pending,3/30/2023
1156,Address_1156,Jacksonville,1156,8/3/2023,Suggestion,Resolved,11/17/2023
1157,Address_1157,Indianapolis,1157,9/28/2023,Praise,Resolved,8/16/2023
1158,Address_1158,San Antonio,1158,5/30/2023,Praise,Resolved,2/12/2023
1159,Address_1159,Houston,1159,6/17/2023,Praise,Resolved,7/17/2023
1160,Address_1160,Portland,1160,6/14/2023,Suggestion,Pending,3/9/2023
1161,Address_1161,Boston,1161,12/4/2023,Complaint,Pending,9/17/2023
1162,Address_1162,Milwaukee,1162,7/24/2023,Suggestion,Pending,8/13/2023
1163,Address_1163,Austin,1163,3/25/2023,Praise,Pending,9/16/2023
1164,Address_1164,Oklahoma City,1164,10/17/2023,Praise,Pending,3/1/2023
1165,Address_1165,Mesa,1165,8/17/2023,Suggestion,Resolved,11/10/2023
1166,Address_1166,San Francisco,1166,7/15/2023,Praise,Pending,2/21/2023
1167,Address_1167,Austin,1167,1/4/2023,Suggestion,Pending,9/20/2023
1168,Address_1168,Baltimore,1168,7/23/2023,Praise,Pending,3/21/2023
1169,Address_1169,Sacramento,1169,6/28/2023,Complaint,Pending,5/31/2023
1170,Address_1170,Kansas City,1170,8/12/2023,Praise,Resolved,3/6/2023
1171,Address_1171,Washington,1171,9/26/2023,Suggestion,Pending,11/9/2023
1172,Address_1172,Portland,1172,6/16/2023,Suggestion,Pending,12/30/2023
1173,Address_1173,Atlanta,1173,2/21/2023,Praise,Resolved,8/24/2023
1174,Address_1174,Sacramento,1174,8/22/2023,Suggestion,Resolved,7/22/2023
1175,Address_1175,Houston,1175,7/7/2023,Praise,Pending,5/9/2023
1176,Address_1176,Indianapolis,1176,9/20/2023,Complaint,Resolved,11/30/2023
1177,Address_1177,Indianapolis,1177,10/29/2023,Praise,Pending,5/10/2023
1178,Address_1178,Nashville,1178,11/10/2023,Praise,Pending,9/7/2023
1179,Address_1179,Detroit,1179,5/31/2023,Complaint,Pending,12/18/2023
1180,Address_1180,Mesa,1180,11/16/2023,Complaint,Pending,4/4/2023
1181,Address_1181,Denver,1181,12/26/2023,Complaint,Pending,2/1/2023
1182,Address_1182,San Francisco,1182,6/16/2023,Praise,Pending,9/29/2023
1183,Address_1183,Detroit,1183,9/30/2023,Praise,Resolved,4/1/2023
1184,Address_1184,Washington,1184,9/20/2023,Complaint,Resolved,10/20/2023
1185,Address_1185,Louisville,1185,2/17/2023,Praise,Pending,1/30/2023
1186,Address_1186,New York,1186,3/1/2023,Praise,Pending,9/14/2023
1187,Address_1187,Mesa,1187,11/25/2023,Praise,Pending,3/16/2023
1188,Address_1188,Atlanta,1188,11/7/2023,Praise,Pending,12/19/2023
1189,Address_1189,Los Angeles,1189,1/3/2023,Praise,Resolved,8/31/2023
1190,Address_1190,San Francisco,1190,6/24/2023,Complaint,Pending,10/12/2023
1191,Address_1191,Omaha,1191,12/7/2023,Complaint,Resolved,8/8/2023
1192,Address_1192,Kansas City,1192,3/18/2023,Suggestion,Resolved,8/9/2023
1193,Address_1193,Nashville,1193,11/27/2023,Praise,Resolved,6/23/2023
1194,Address_1194,Dallas,1194,12/9/2023,Praise,Pending,5/19/2023
1195,Address_1195,San Jose,1195,7/25/2023,Complaint,Resolved,5/26/2023
1196,Address_1196,Austin,1196,7/29/2023,Suggestion,Resolved,6/30/2023
1197,Address_1197,Indianapolis,1197,9/23/2023,Praise,Resolved,12/30/2023
1198,Address_1198,Indianapolis,1198,1/26/2023,Praise,Resolved,7/8/2023
1199,Address_1199,Los Angeles,1199,7/17/2023,Complaint,Pending,10/6/2023
1200,Address_1200,San Diego,1200,10/6/2023,Complaint,Pending,2/4/2023
1201,Address_1201,San Jose,1201,8/20/2023,Praise,Resolved,4/10/2023
1202,Address_1202,San Francisco,1202,5/13/2023,Complaint,Pending,5/18/2023
1203,Address_1203,Colorado Springs,1203,12/25/2023,Suggestion,Pending,2/27/2023
1204,Address_1204,Las Vegas,1204,12/24/2023,Complaint,Pending,1/23/2023
1205,Address_1205,Chicago,1205,10/11/2023,Complaint,Pending,11/30/2023
1206,Address_1206,Baltimore,1206,7/23/2023,Praise,Pending,10/29/2023
1207,Address_1207,San Jose,1207,11/27/2023,Suggestion,Pending,7/5/2023
1208,Address_1208,Denver,1208,3/30/2023,Praise,Pending,10/1/2023
1209,Address_1209,San Antonio,1209,10/15/2023,Praise,Resolved,7/26/2023
1210,Address_1210,Dallas,1210,6/23/2023,Complaint,Resolved,2/13/2023
1211,Address_1211,Denver,1211,8/24/2023,Suggestion,Pending,5/22/2023
1212,Address_1212,Omaha,1212,9/8/2023,Suggestion,Resolved,1/2/2023
1213,Address_1213,Washington,1213,3/14/2023,Suggestion,Pending,7/25/2023
1214,Address_1214,Seattle,1214,9/5/2023,Suggestion,Resolved,2/22/2023
1215,Address_1215,El Paso,1215,10/5/2023,Complaint,Resolved,1/27/2023
1216,Address_1216,Los Angeles,1216,9/25/2023,Praise,Pending,12/14/2023
1217,Address_1217,Austin,1217,11/10/2023,Complaint,Pending,7/21/2023
1218,Address_1218,Milwaukee,1218,4/17/2023,Praise,Resolved,11/22/2023
1219,Address_1219,Tucson,1219,7/15/2023,Complaint,Resolved,12/14/2023
1220,Address_1220,Columbus,1220,5/15/2023,Complaint,Resolved,4/30/2023
1221,Address_1221,Indianapolis,1221,5/12/2023,Complaint,Pending,10/29/2023
1222,Address_1222,Austin,1222,3/5/2023,Praise,Pending,12/16/2023
1223,Address_1223,Tucson,1223,7/27/2023,Suggestion,Resolved,6/17/2023
1224,Address_1224,San Antonio,1224,5/4/2023,Complaint,Resolved,11/6/2023
1225,Address_1225,Milwaukee,1225,4/7/2023,Praise,Pending,11/11/2023
1226,Address_1226,Columbus,1226,11/21/2023,Praise,Pending,11/4/2023
1227,Address_1227,Louisville,1227,3/9/2023,Suggestion,Resolved,2/5/2023
1228,Address_1228,Indianapolis,1228,4/3/2023,Complaint,Pending,9/16/2023
1229,Address_1229,Denver,1229,10/2/2023,Complaint,Resolved,4/25/2023
1230,Address_1230,San Francisco,1230,4/8/2023,Praise,Pending,4/18/2023
1231,Address_1231,Detroit,1231,3/21/2023,Praise,Resolved,10/27/2023
1232,Address_1232,Philadelphia,1232,10/23/2023,Suggestion,Pending,8/24/2023
1233,Address_1233,Dallas,1233,11/9/2023,Complaint,Pending,7/14/2023
1234,Address_1234,San Francisco,1234,3/7/2023,Complaint,Resolved,10/27/2023
1235,Address_1235,Milwaukee,1235,9/22/2023,Praise,Resolved,1/28/2023
1236,Address_1236,Fort Worth,1236,3/24/2023,Praise,Resolved,5/24/2023
1237,Address_1237,El Paso,1237,8/22/2023,Suggestion,Resolved,9/24/2023
1238,Address_1238,Phoenix,1238,6/6/2023,Complaint,Resolved,2/1/2023
1239,Address_1239,Mesa,1239,1/18/2023,Praise,Resolved,10/9/2023
1240,Address_1240,Mesa,1240,5/15/2023,Complaint,Pending,6/23/2023
1241,Address_1241,Chicago,1241,8/31/2023,Praise,Resolved,2/4/2023
1242,Address_1242,Las Vegas,1242,7/23/2023,Praise,Resolved,2/14/2023
1243,Address_1243,San Francisco,1243,3/20/2023,Praise,Resolved,2/3/2023
1244,Address_1244,Colorado Springs,1244,5/23/2023,Suggestion,Resolved,1/28/2023
1245,Address_1245,Detroit,1245,11/7/2023,Suggestion,Resolved,2/28/2023
1246,Address_1246,Houston,1246,1/8/2023,Suggestion,Resolved,8/28/2023
1247,Address_1247,Fort Worth,1247,2/25/2023,Suggestion,Resolved,11/28/2023
1248,Address_1248,New York,1248,5/28/2023,Complaint,Pending,4/1/2023
1249,Address_1249,Nashville,1249,9/16/2023,Praise,Pending,5/25/2023
1250,Address_1250,Denver,1250,7/22/2023,Praise,Resolved,10/8/2023
1251,Address_1251,Nashville,1251,7/6/2023,Suggestion,Resolved,1/13/2023
1252,Address_1252,Seattle,1252,4/28/2023,Praise,Pending,3/21/2023
1253,Address_1253,Chicago,1253,6/22/2023,Suggestion,Resolved,5/14/2023
1254,Address_1254,Albuquerque,1254,8/14/2023,Praise,Pending,1/24/2023
1255,Address_1255,Jacksonville,1255,6/7/2023,Suggestion,Pending,4/2/2023
1256,Address_1256,Omaha,1256,10/19/2023,Complaint,Pending,3/31/2023
1257,Address_1257,Charlotte,1257,12/20/2023,Complaint,Resolved,11/7/2023
1258,Address_1258,Phoenix,1258,6/12/2023,Complaint,Pending,5/23/2023
1259,Address_1259,Houston,1259,9/15/2023,Suggestion,Resolved,11/16/2023
1260,Address_1260,Louisville,1260,5/29/2023,Praise,Pending,6/30/2023
1261,Address_1261,Houston,1261,7/19/2023,Praise,Pending,6/10/2023
1262,Address_1262,Charlotte,1262,1/22/2023,Suggestion,Pending,6/3/2023
1263,Address_1263,San Francisco,1263,10/26/2023,Suggestion,Resolved,9/6/2023
1264,Address_1264,Chicago,1264,7/4/2023,Praise,Pending,10/26/2023
1265,Address_1265,Jacksonville,1265,1/22/2023,Complaint,Resolved,1/11/2023
1266,Address_1266,El Paso,1266,9/12/2023,Suggestion,Resolved,2/5/2023
1267,Address_1267,Seattle,1267,10/20/2023,Complaint,Resolved,11/18/2023
1268,Address_1268,New York,1268,1/26/2023,Suggestion,Pending,7/23/2023
1269,Address_1269,Sacramento,1269,9/23/2023,Suggestion,Pending,8/17/2023
1270,Address_1270,Milwaukee,1270,7/27/2023,Complaint,Resolved,10/27/2023
1271,Address_1271,New York,1271,3/6/2023,Praise,Resolved,8/20/2023
1272,Address_1272,Chicago,1272,11/20/2023,Praise,Pending,12/15/2023
1273,Address_1273,Chicago,1273,6/1/2023,Complaint,Pending,3/14/2023
1274,Address_1274,Atlanta,1274,5/23/2023,Suggestion,Resolved,1/1/2023
1275,Address_1275,Denver,1275,9/18/2023,Suggestion,Resolved,3/6/2023
1276,Address_1276,Memphis,1276,2/27/2023,Complaint,Pending,3/5/2023
1277,Address_1277,Boston,1277,12/26/2023,Complaint,Pending,9/4/2023
1278,Address_1278,Tucson,1278,5/9/2023,Praise,Resolved,9/19/2023
1279,Address_1279,Mesa,1279,4/19/2023,Praise,Pending,7/30/2023
1280,Address_1280,Memphis,1280,5/27/2023,Suggestion,Pending,3/31/2023
1281,Address_1281,Detroit,1281,2/23/2023,Praise,Pending,4/25/2023
1282,Address_1282,Houston,1282,7/27/2023,Complaint,Resolved,7/12/2023
1283,Address_1283,Columbus,1283,8/30/2023,Praise,Resolved,4/10/2023
1284,Address_1284,Portland,1284,4/24/2023,Complaint,Pending,9/17/2023
1285,Address_1285,Tucson,1285,6/26/2023,Praise,Pending,1/16/2023
1286,Address_1286,Washington,1286,5/10/2023,Suggestion,Resolved,3/29/2023
1287,Address_1287,Chicago,1287,7/2/2023,Praise,Pending,6/24/2023
1288,Address_1288,El Paso,1288,2/23/2023,Praise,Resolved,12/3/2023
1289,Address_1289,Nashville,1289,8/1/2023,Complaint,Pending,11/30/2023
1290,Address_1290,El Paso,1290,11/26/2023,Complaint,Resolved,10/11/2023
1291,Address_1291,Houston,1291,4/27/2023,Complaint,Resolved,1/15/2023
1292,Address_1292,Nashville,1292,9/27/2023,Suggestion,Resolved,8/28/2023
1293,Address_1293,Atlanta,1293,5/28/2023,Suggestion,Resolved,7/29/2023
1294,Address_1294,Milwaukee,1294,3/20/2023,Praise,Resolved,4/7/2023
1295,Address_1295,Nashville,1295,10/12/2023,Complaint,Pending,10/4/2023
1296,Address_1296,Detroit,1296,4/15/2023,Praise,Resolved,10/17/2023
1297,Address_1297,Sacramento,1297,9/12/2023,Complaint,Pending,1/9/2023
1298,Address_1298,Kansas City,1298,3/21/2023,Praise,Pending,11/26/2023
1299,Address_1299,Las Vegas,1299,2/23/2023,Suggestion,Resolved,5/12/2023
1300,Address_1300,Austin,1300,12/27/2023,Complaint,Resolved,4/4/2023
1301,Address_1301,Memphis,1301,2/27/2023,Suggestion,Resolved,10/21/2023
1302,Address_1302,Chicago,1302,7/27/2023,Suggestion,Resolved,3/22/2023
1303,Address_1303,New York,1303,7/16/2023,Suggestion,Resolved,10/27/2023
1304,Address_1304,Denver,1304,5/8/2023,Praise,Pending,11/9/2023
1305,Address_1305,Washington,1305,6/4/2023,Praise,Resolved,1/23/2023
1306,Address_1306,Columbus,1306,11/11/2023,Praise,Pending,7/16/2023
1307,Address_1307,Columbus,1307,2/24/2023,Suggestion,Resolved,4/9/2023
1308,Address_1308,Indianapolis,1308,6/9/2023,Praise,Resolved,10/8/2023
1309,Address_1309,Tucson,1309,9/19/2023,Suggestion,Pending,5/31/2023
1310,Address_1310,San Jose,1310,6/29/2023,Praise,Resolved,4/8/2023
1311,Address_1311,Kansas City,1311,10/26/2023,Suggestion,Pending,12/1/2023
1312,Address_1312,Fort Worth,1312,1/11/2023,Suggestion,Pending,1/11/2023
1313,Address_1313,Kansas City,1313,7/19/2023,Complaint,Resolved,2/25/2023
1314,Address_1314,Colorado Springs,1314,10/4/2023,Complaint,Pending,2/24/2023
1315,Address_1315,Tucson,1315,8/22/2023,Suggestion,Pending,11/7/2023
1316,Address_1316,Tucson,1316,3/19/2023,Suggestion,Resolved,3/15/2023
1317,Address_1317,Memphis,1317,6/2/2023,Complaint,Resolved,1/3/2023
1318,Address_1318,Phoenix,1318,5/22/2023,Praise,Resolved,12/13/2023
1319,Address_1319,Philadelphia,1319,5/19/2023,Praise,Resolved,7/2/2023
1320,Address_1320,Milwaukee,1320,1/19/2023,Complaint,Pending,9/23/2023
1321,Address_1321,Indianapolis,1321,6/1/2023,Praise,Resolved,5/18/2023
1322,Address_1322,Milwaukee,1322,2/15/2023,Suggestion,Pending,9/14/2023
1323,Address_1323,Boston,1323,6/18/2023,Complaint,Pending,3/14/2023
1324,Address_1324,Tucson,1324,3/24/2023,Suggestion,Resolved,10/14/2023
1325,Address_1325,San Jose,1325,6/19/2023,Suggestion,Resolved,1/7/2023
1326,Address_1326,Jacksonville,1326,8/1/2023,Complaint,Resolved,7/28/2023
1327,Address_1327,Las Vegas,1327,4/15/2023,Suggestion,Pending,6/16/2023
1328,Address_1328,Jacksonville,1328,4/12/2023,Complaint,Resolved,7/30/2023
1329,Address_1329,Milwaukee,1329,6/26/2023,Complaint,Pending,1/3/2023
1330,Address_1330,San Jose,1330,8/2/2023,Suggestion,Resolved,10/17/2023
1331,Address_1331,Chicago,1331,1/2/2023,Complaint,Resolved,7/24/2023
1332,Address_1332,Fresno,1332,3/25/2023,Complaint,Pending,8/28/2023
1333,Address_1333,Louisville,1333,9/1/2023,Complaint,Pending,7/27/2023
1334,Address_1334,Denver,1334,3/9/2023,Complaint,Resolved,12/15/2023
1335,Address_1335,El Paso,1335,12/19/2023,Praise,Pending,7/1/2023
1336,Address_1336,Albuquerque,1336,9/5/2023,Suggestion,Pending,9/17/2023
1337,Address_1337,San Jose,1337,2/21/2023,Praise,Pending,3/21/2023
1338,Address_1338,Tucson,1338,10/14/2023,Complaint,Pending,8/7/2023
1339,Address_1339,Fresno,1339,8/9/2023,Praise,Pending,10/22/2023
1340,Address_1340,Tucson,1340,7/16/2023,Suggestion,Resolved,6/10/2023
1341,Address_1341,Phoenix,1341,2/21/2023,Suggestion,Resolved,7/27/2023
1342,Address_1342,Chicago,1342,1/3/2023,Praise,Resolved,10/29/2023
1343,Address_1343,San Antonio,1343,12/30/2023,Praise,Resolved,10/7/2023
1344,Address_1344,Las Vegas,1344,10/17/2023,Complaint,Pending,2/16/2023
1345,Address_1345,Washington,1345,7/17/2023,Praise,Pending,3/20/2023
1346,Address_1346,El Paso,1346,12/18/2023,Suggestion,Pending,7/22/2023
1347,Address_1347,Baltimore,1347,12/3/2023,Complaint,Resolved,3/30/2023
1348,Address_1348,Seattle,1348,10/9/2023,Complaint,Pending,8/21/2023
1349,Address_1349,Albuquerque,1349,10/27/2023,Complaint,Resolved,1/8/2023
1350,Address_1350,San Antonio,1350,8/24/2023,Complaint,Pending,3/21/2023
1351,Address_1351,Tucson,1351,12/30/2023,Praise,Resolved,3/2/2023
1352,Address_1352,Phoenix,1352,5/24/2023,Suggestion,Resolved,9/12/2023
1353,Address_1353,Louisville,1353,3/6/2023,Complaint,Resolved,7/10/2023
1354,Address_1354,San Diego,1354,4/24/2023,Complaint,Pending,12/3/2023
1355,Address_1355,Charlotte,1355,8/29/2023,Complaint,Resolved,2/8/2023
1356,Address_1356,Houston,1356,10/14/2023,Suggestion,Pending,6/12/2023
1357,Address_1357,Fresno,1357,4/17/2023,Praise,Pending,3/6/2023
1358,Address_1358,Phoenix,1358,6/5/2023,Suggestion,Pending,4/24/2023
1359,Address_1359,Tucson,1359,2/7/2023,Suggestion,Pending,10/5/2023
1360,Address_1360,Phoenix,1360,8/17/2023,Complaint,Resolved,2/16/2023
1361,Address_1361,Kansas City,1361,5/30/2023,Praise,Resolved,4/27/2023
1362,Address_1362,Fresno,1362,5/17/2023,Suggestion,Pending,10/5/2023
1363,Address_1363,Detroit,1363,1/25/2023,Complaint,Pending,11/8/2023
1364,Address_1364,New York,1364,2/5/2023,Praise,Resolved,1/2/2023
1365,Address_1365,Houston,1365,8/21/2023,Praise,Pending,7/17/2023
1366,Address_1366,Colorado Springs,1366,6/7/2023,Praise,Resolved,4/28/2023
1367,Address_1367,Detroit,1367,2/6/2023,Suggestion,Resolved,12/1/2023
1368,Address_1368,Tucson,1368,7/24/2023,Praise,Pending,4/28/2023
1369,Address_1369,Tucson,1369,12/29/2023,Complaint,Pending,12/8/2023
1370,Address_1370,San Diego,1370,8/26/2023,Suggestion,Pending,9/26/2023
1371,Address_1371,Oklahoma City,1371,2/14/2023,Complaint,Pending,12/23/2023
1372,Address_1372,Indianapolis,1372,12/3/2023,Complaint,Pending,6/15/2023
1373,Address_1373,Nashville,1373,1/1/2023,Suggestion,Pending,5/6/2023
1374,Address_1374,Detroit,1374,11/27/2023,Praise,Pending,11/5/2023
1375,Address_1375,El Paso,1375,11/20/2023,Suggestion,Pending,6/7/2023
1376,Address_1376,Seattle,1376,12/31/2023,Complaint,Pending,3/22/2023
1377,Address_1377,Milwaukee,1377,5/29/2023,Suggestion,Pending,10/30/2023
1378,Address_1378,Fort Worth,1378,10/23/2023,Complaint,Resolved,8/10/2023
1379,Address_1379,New York,1379,5/9/2023,Praise,Pending,2/3/2023
1380,Address_1380,Dallas,1380,1/21/2023,Suggestion,Pending,7/3/2023
1381,Address_1381,Chicago,1381,1/9/2023,Suggestion,Resolved,12/18/2023
1382,Address_1382,Detroit,1382,6/29/2023,Suggestion,Pending,8/14/2023
1383,Address_1383,Dallas,1383,6/24/2023,Praise,Resolved,1/7/2023
1384,Address_1384,Indianapolis,1384,2/5/2023,Suggestion,Pending,12/3/2023
1385,Address_1385,Las Vegas,1385,8/26/2023,Complaint,Resolved,6/26/2023
1386,Address_1386,Columbus,1386,9/2/2023,Suggestion,Pending,10/23/2023
1387,Address_1387,Chicago,1387,7/8/2023,Suggestion,Resolved,8/24/2023
1388,Address_1388,Fresno,1388,8/2/2023,Praise,Pending,8/7/2023
1389,Address_1389,Tucson,1389,3/8/2023,Praise,Pending,10/26/2023
1390,Address_1390,Las Vegas,1390,5/10/2023,Complaint,Pending,6/6/2023
1391,Address_1391,Dallas,1391,12/18/2023,Complaint,Pending,9/8/2023
1392,Address_1392,San Jose,1392,5/1/2023,Suggestion,Pending,10/31/2023
1393,Address_1393,Los Angeles,1393,11/12/2023,Complaint,Pending,9/8/2023
1394,Address_1394,San Antonio,1394,5/18/2023,Suggestion,Pending,3/11/2023
1395,Address_1395,Nashville,1395,4/9/2023,Praise,Resolved,12/24/2023
1396,Address_1396,Denver,1396,5/3/2023,Complaint,Resolved,11/5/2023
1397,Address_1397,Boston,1397,12/29/2023,Complaint,Resolved,12/23/2023
1398,Address_1398,Washington,1398,5/12/2023,Complaint,Pending,8/20/2023
1399,Address_1399,Austin,1399,6/26/2023,Praise,Pending,6/29/2023
1400,Address_1400,Tucson,1400,10/25/2023,Complaint,Pending,10/7/2023
1401,Address_1401,Albuquerque,1401,3/1/2023,Complaint,Pending,12/19/2023
1402,Address_1402,Nashville,1402,6/9/2023,Complaint,Resolved,8/27/2023
1403,Address_1403,Colorado Springs,1403,3/16/2023,Complaint,Pending,3/26/2023
1404,Address_1404,Oklahoma City,1404,5/25/2023,Suggestion,Pending,10/18/2023
1405,Address_1405,San Diego,1405,11/12/2023,Praise,Resolved,12/16/2023
1406,Address_1406,Atlanta,1406,5/28/2023,Complaint,Pending,6/17/2023
1407,Address_1407,Dallas,1407,3/5/2023,Complaint,Resolved,10/13/2023
1408,Address_1408,Boston,1408,2/17/2023,Suggestion,Pending,10/31/2023
1409,Address_1409,Boston,1409,12/21/2023,Complaint,Pending,8/11/2023
1410,Address_1410,Tucson,1410,8/24/2023,Praise,Pending,2/3/2023
1411,Address_1411,Los Angeles,1411,7/11/2023,Suggestion,Resolved,10/30/2023
1412,Address_1412,Denver,1412,9/26/2023,Complaint,Resolved,1/25/2023
1413,Address_1413,Oklahoma City,1413,12/17/2023,Complaint,Resolved,3/15/2023
1414,Address_1414,Memphis,1414,10/4/2023,Praise,Pending,3/2/2023
1415,Address_1415,Philadelphia,1415,3/15/2023,Praise,Pending,5/20/2023
1416,Address_1416,San Francisco,1416,8/13/2023,Complaint,Resolved,11/23/2023
1417,Address_1417,Boston,1417,10/22/2023,Suggestion,Resolved,4/3/2023
1418,Address_1418,Kansas City,1418,6/23/2023,Praise,Pending,6/8/2023
1419,Address_1419,Houston,1419,4/5/2023,Praise,Pending,12/2/2023
1420,Address_1420,Baltimore,1420,5/23/2023,Praise,Resolved,12/5/2023
1421,Address_1421,Oklahoma City,1421,1/9/2023,Suggestion,Pending,1/13/2023
1422,Address_1422,Chicago,1422,11/28/2023,Complaint,Pending,10/8/2023
1423,Address_1423,El Paso,1423,8/29/2023,Suggestion,Resolved,2/1/2023
1424,Address_1424,Seattle,1424,10/29/2023,Praise,Resolved,10/8/2023
1425,Address_1425,Detroit,1425,12/3/2023,Suggestion,Pending,5/4/2023
1426,Address_1426,Mesa,1426,8/21/2023,Praise,Pending,2/16/2023
1427,Address_1427,San Diego,1427,9/16/2023,Suggestion,Pending,11/4/2023
